course_code,course,year,day,time,module,type,location,professor,weeks,course_for
LM058,Bachelor of Science in Financial Mathematics,2,Tuesday,16:00 - 17:00,MS4034,LAB,2A, SWEENEY JAMES DR,"2,6,11",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Tuesday,16:00 - 17:00,MS4034,LAB,4A, SWEENEY JAMES DR,"1,3-5,7-9,12-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Wednesday,09:00 - 10:00,MS4014,TUT,5A, MORONEY KEVIN DR,"1,3-5,7-9,12-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Wednesday,09:00 - 11:00,MS4014,LAB,2A, MORONEY KEVIN DR,"2,6,11",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Wednesday,10:00 - 11:00,MS4014,LEC,, MORONEY KEVIN DR,"1,3-5,7-9,12-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Wednesday,11:00 - 12:00,MS4404,LEC,, NOLAN CLIFFORD DR,"1,3-5,7-9,12-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Wednesday,11:00 - 13:00,MS4404,TUT,3B, NOLAN CLIFFORD DR,"2,6,11",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Wednesday,12:00 - 13:00,MS4404,TUT,5A, NOLAN CLIFFORD DR,"1,3-5,7-9,12-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Thursday,09:00 - 11:00,MS4303,TUT,3B, WALSH CATHAL PROFESSOR,"2,6,11",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Thursday,09:00 - 11:00,MS4404,TUT,3A, NOLAN CLIFFORD DR,"2,6,11",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Thursday,13:00 - 14:00,MS4014,LAB,4A, MORONEY KEVIN DR,"1,3-5,7-9,12-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Thursday,13:00 - 15:00,MS4014,LAB,2B, MORONEY KEVIN DR,"2,6,11",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Thursday,15:00 - 17:00,MS4303,TUT,3A, WALSH CATHAL PROFESSOR,"2,6,11",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Thursday,17:00 - 18:00,MS4414,LEC,, BENILOV EUGENE PROFESSOR,"1-9,11-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Friday,09:00 - 10:00,MS4034,LAB,2B, SWEENEY JAMES DR,"2,6,11",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Friday,09:00 - 10:00,MS4034,LEC,, SWEENEY JAMES DR,"1,3-5,7-9,12-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Friday,10:00 - 11:00,MS4303,LEC,, WALSH CATHAL PROFESSOR,"1,3-5,7-9,12-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,2,Friday,13:00 - 14:00,MS4014,LEC,, MORONEY KEVIN DR,"1-9,11-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,3,Monday,10:00 - 11:00,MA4114,LEC,1A, SWEENEY JAMES DR,"1-9,11-13","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,10:00 - 11:00,MA4114,LEC,1B, SWEENEY JAMES DR,"1-9,11-13","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,11:00 - 13:00,MS4408,TUT,3A, O'BRIEN STEPHEN PROFESSOR,"4,8,13",Online Yr 3
LM058,Bachelor of Science in Financial Mathematics,3,Monday,11:00 - 13:00,MS4408,TUT,3B, O'BRIEN STEPHEN PROFESSOR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,3,Monday,11:00 - 13:00,MS4408,TUT,3C, O'BRIEN STEPHEN PROFESSOR,"1,5,9",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,3,Monday,12:00 - 13:00,AC4024,LEC,1A, REGAN KATHLEEN ,"1,3,5,7,9,12","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,12:00 - 13:00,AC4024,LEC,1A, REGAN KATHLEEN ,"4,8,13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,3,Monday,12:00 - 13:00,AC4024,LEC,1B, REGAN KATHLEEN ,"1,3,5,7,9,12","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,12:00 - 13:00,AC4024,LEC,1B, REGAN KATHLEEN ,"2,6,11",Online Yr 3
LM058,Bachelor of Science in Financial Mathematics,3,Monday,14:00 - 15:00,AC4024,TUT,3B, TA4ACF ,"1-9,11-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,3,Monday,15:00 - 16:00,AC4024,TUT,3E, TA4ACF ,"1-9,11-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,3,Monday,17:00 - 18:00,MS4408,LEC,1A, O'BRIEN STEPHEN PROFESSOR,"1,5,9","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,17:00 - 18:00,MS4408,LEC,1A, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,17:00 - 18:00,MS4408,LEC,1A, O'BRIEN STEPHEN PROFESSOR,"4,8,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,17:00 - 18:00,MS4408,LEC,1B, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,17:00 - 18:00,MS4408,LEC,1B, O'BRIEN STEPHEN PROFESSOR,"3,7,12","Online Yr 3,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,17:00 - 18:00,MS4408,LEC,1B, O'BRIEN STEPHEN PROFESSOR,"4,8,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,17:00 - 18:00,MS4408,LEC,1C, O'BRIEN STEPHEN PROFESSOR,"1,5,9","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,17:00 - 18:00,MS4408,LEC,1C, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Monday,17:00 - 18:00,MS4408,LEC,1C, O'BRIEN STEPHEN PROFESSOR,"3,7,12","Online Yr 3,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Tuesday,09:00 - 10:00,AC4024,TUT,3A, TA4ACF ,"1-9,11-13","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Tuesday,09:00 - 10:00,AC4024,TUT,3F, TA4ACF ,"1-9,11-13","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Tuesday,10:00 - 11:00,FI4008,LAB,2C, O'BRIEN FERGAL DR,"1-9,11-13",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,3,Tuesday,14:00 - 15:00,FI4008,TUT,3C, O'BRIEN FERGAL DR,"1-2,4-6,8-9,11,13",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,3,Tuesday,17:00 - 18:00,MS4408,LEC,1A, O'BRIEN STEPHEN PROFESSOR,"1-9,11-13","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Tuesday,17:00 - 18:00,MS4408,LEC,1B, O'BRIEN STEPHEN PROFESSOR,"1-9,11-13","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Tuesday,17:00 - 18:00,MS4408,LEC,1C, O'BRIEN STEPHEN PROFESSOR,"1-9,11-13","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Wednesday,09:00 - 10:00,FI4008,LEC,1A, O'BRIEN FERGAL DR,"1-2,5-6,9,11","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Wednesday,09:00 - 10:00,FI4008,LEC,1A, O'BRIEN FERGAL DR,"3,7,12",Online Yr 3
LM058,Bachelor of Science in Financial Mathematics,3,Wednesday,09:00 - 10:00,FI4008,LEC,1B, O'BRIEN FERGAL DR,"1-2,5-6,9,11","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Wednesday,09:00 - 10:00,FI4008,LEC,1B, O'BRIEN FERGAL DR,"4,8,13",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,3,Wednesday,10:00 - 11:00,FI4008,LAB,2D, O'BRIEN FERGAL DR,"1-9,11-13",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,3,Wednesday,12:00 - 13:00,AC4024,TUT,3D, TA4ACF ,"1-9,11-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,3,Wednesday,16:00 - 17:00,FI4008,LAB,2A, O'BRIEN FERGAL DR,"1-9,11-13","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Wednesday,16:00 - 17:00,FI4008,LAB,2B, O'BRIEN FERGAL DR,"1-9,11-13","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Thursday,09:00 - 10:00,MA4114,TUT,5A, SWEENEY JAMES DR,"1-9,11-13","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Thursday,09:00 - 10:00,MA4114,TUT,5B, SWEENEY JAMES DR,"1-9,11-13","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Thursday,11:00 - 12:00,MA4114,LEC,1A, SWEENEY JAMES DR,"1,3,5,7,9,12","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Thursday,11:00 - 12:00,MA4114,LEC,1A, SWEENEY JAMES DR,"4,8,13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,3,Thursday,11:00 - 12:00,MA4114,LEC,1B, SWEENEY JAMES DR,"1,3,5,7,9,12","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Thursday,11:00 - 12:00,MA4114,LEC,1B, SWEENEY JAMES DR,"2,6,11",Online Yr 3
LM058,Bachelor of Science in Financial Mathematics,3,Thursday,14:00 - 15:00,AC4024,TUT,3C, TA4ACF ,"1-9,11-13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,3,Thursday,15:00 - 16:00,FI4008,LEC,1A, O'BRIEN FERGAL DR,"1-9,11-13","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Thursday,15:00 - 16:00,FI4008,LEC,1B, O'BRIEN FERGAL DR,"1-9,11-13","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,11:00 - 12:00,FI4008,TUT,3A, O'BRIEN FERGAL DR,"1-2,5-6,9,11","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,11:00 - 12:00,FI4008,TUT,3A, O'BRIEN FERGAL DR,"3,7,12",Online Yr 3
LM058,Bachelor of Science in Financial Mathematics,3,Friday,11:00 - 12:00,FI4008,TUT,3B, O'BRIEN FERGAL DR,"1-2,5-6,9,11","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,11:00 - 12:00,FI4008,TUT,3B, O'BRIEN FERGAL DR,"4,8,13",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,3,Friday,13:00 - 14:00,MA4114,LEC,1A, SWEENEY JAMES DR,"1,3,5,7,9,12","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,13:00 - 14:00,MA4114,LEC,1A, SWEENEY JAMES DR,"4,8,13",Online Yr 2
LM058,Bachelor of Science in Financial Mathematics,3,Friday,13:00 - 14:00,MA4114,LEC,1B, SWEENEY JAMES DR,"1,3,5,7,9,12","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,13:00 - 14:00,MA4114,LEC,1B, SWEENEY JAMES DR,"2,6,11",Online Yr 3
LM058,Bachelor of Science in Financial Mathematics,3,Friday,15:00 - 16:00,AC4024,LEC,1A, REGAN KATHLEEN ,"1-9,11-13","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,15:00 - 16:00,AC4024,LEC,1B, REGAN KATHLEEN ,"1-9,11-13","Online Yr 2,3"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,15:00 - 16:00,FI4008,TUT,3D, O'BRIEN FERGAL DR,"1-2,4-6,8-9,11,13",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,3,Friday,16:00 - 17:00,MS4408,TUT,5A, O'BRIEN STEPHEN PROFESSOR,"1,5,9","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,16:00 - 17:00,MS4408,TUT,5A, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,16:00 - 17:00,MS4408,TUT,5A, O'BRIEN STEPHEN PROFESSOR,"4,8,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,16:00 - 17:00,MS4408,TUT,5B, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,16:00 - 17:00,MS4408,TUT,5B, O'BRIEN STEPHEN PROFESSOR,"3,7,12","Online Yr 3,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,16:00 - 17:00,MS4408,TUT,5B, O'BRIEN STEPHEN PROFESSOR,"4,8,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,16:00 - 17:00,MS4408,TUT,5C, O'BRIEN STEPHEN PROFESSOR,"1,5,9","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,16:00 - 17:00,MS4408,TUT,5C, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,3,Friday,16:00 - 17:00,MS4408,TUT,5C, O'BRIEN STEPHEN PROFESSOR,"3,7,12","Online Yr 3,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,10:00 - 13:00,MS4218,LAB,4A, RIZK JEAN DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Monday,10:00 - 13:00,MS4218,LAB,4A, RIZK JEAN DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,10:00 - 13:00,MS4218,LAB,4B, RIZK JEAN DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,10:00 - 13:00,MS4218,LAB,4B, RIZK JEAN DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Monday,11:00 - 13:00,MS4408,TUT,3A, O'BRIEN STEPHEN PROFESSOR,"4,8,13",Online Yr 3
LM058,Bachelor of Science in Financial Mathematics,4,Monday,11:00 - 13:00,MS4408,TUT,3B, O'BRIEN STEPHEN PROFESSOR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Monday,11:00 - 13:00,MS4408,TUT,3C, O'BRIEN STEPHEN PROFESSOR,"1,5,9",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Monday,14:00 - 15:00,MS4528,LEC,1A, GATH EUGENE DR,"1-9,11-13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,14:00 - 15:00,MS4528,LEC,1B, GATH EUGENE DR,"1-9,11-13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,15:00 - 17:00,MS4528,TUT,3A, GATH EUGENE DR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Monday,15:00 - 17:00,MS4528,TUT,3B, GATH EUGENE DR,"1,5,9",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Monday,16:00 - 17:00,MS4327,LAB,4A, GABURRO ROMINA DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Monday,16:00 - 17:00,MS4327,LAB,4A, GABURRO ROMINA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,16:00 - 17:00,MS4327,LAB,4B, GABURRO ROMINA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,16:00 - 17:00,MS4327,LAB,4B, GABURRO ROMINA DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Monday,17:00 - 18:00,MS4408,LEC,1A, O'BRIEN STEPHEN PROFESSOR,"1,5,9","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,17:00 - 18:00,MS4408,LEC,1A, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,17:00 - 18:00,MS4408,LEC,1A, O'BRIEN STEPHEN PROFESSOR,"4,8,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,17:00 - 18:00,MS4408,LEC,1B, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,17:00 - 18:00,MS4408,LEC,1B, O'BRIEN STEPHEN PROFESSOR,"3,7,12","Online Yr 3,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,17:00 - 18:00,MS4408,LEC,1B, O'BRIEN STEPHEN PROFESSOR,"4,8,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,17:00 - 18:00,MS4408,LEC,1C, O'BRIEN STEPHEN PROFESSOR,"1,5,9","Online Yr 3,4"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,17:00 - 18:00,MS4408,LEC,1C, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Monday,17:00 - 18:00,MS4408,LEC,1C, O'BRIEN STEPHEN PROFESSOR,"3,7,12","Online Yr 3,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,10:00 - 11:00,MS4528,LEC,1A, GATH EUGENE DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,10:00 - 11:00,MS4528,LEC,1A, GATH EUGENE DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,10:00 - 11:00,MS4528,LEC,1B, GATH EUGENE DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,10:00 - 11:00,MS4528,LEC,1B, GATH EUGENE DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,13:00 - 14:00,MS4327,LEC,1A, GABURRO ROMINA DR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,13:00 - 14:00,MS4327,LEC,1B, GABURRO ROMINA DR,"1,5,9",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,14:00 - 15:00,MS4028,LEC,1A, MAYERHOFER EBERHARD DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,14:00 - 15:00,MS4028,LEC,1A, MAYERHOFER EBERHARD DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,14:00 - 15:00,MS4028,LEC,1B, MAYERHOFER EBERHARD DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,14:00 - 15:00,MS4028,LEC,1B, MAYERHOFER EBERHARD DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,15:00 - 16:00,MS4028,TUT,5A, MAYERHOFER EBERHARD DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,15:00 - 16:00,MS4028,TUT,5A, MAYERHOFER EBERHARD DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,15:00 - 16:00,MS4028,TUT,5B, MAYERHOFER EBERHARD DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,15:00 - 16:00,MS4028,TUT,5B, MAYERHOFER EBERHARD DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,16:00 - 17:00,MS4528,TUT,5A, GATH EUGENE DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,16:00 - 17:00,MS4528,TUT,5A, GATH EUGENE DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,16:00 - 17:00,MS4528,TUT,5B, GATH EUGENE DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,16:00 - 17:00,MS4528,TUT,5B, GATH EUGENE DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,17:00 - 18:00,MS4408,LEC,1A, O'BRIEN STEPHEN PROFESSOR,"1-9,11-13","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,17:00 - 18:00,MS4408,LEC,1B, O'BRIEN STEPHEN PROFESSOR,"1-9,11-13","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Tuesday,17:00 - 18:00,MS4408,LEC,1C, O'BRIEN STEPHEN PROFESSOR,"1-9,11-13","Online Yr 3,4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,09:00 - 11:00,MA4128,LEC,1A, BARGARY NORMA DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,09:00 - 11:00,MA4128,LEC,1A, BARGARY NORMA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,09:00 - 11:00,MA4128,LEC,1B, BARGARY NORMA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,09:00 - 11:00,MA4128,LEC,1B, BARGARY NORMA DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,09:00 - 11:00,MS4218,LAB,2B, RIZK JEAN DR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,11:00 - 12:00,MS4327,LAB,4A, GABURRO ROMINA DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,11:00 - 12:00,MS4327,LAB,4A, GABURRO ROMINA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,11:00 - 12:00,MS4327,LAB,4B, GABURRO ROMINA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,11:00 - 12:00,MS4327,LAB,4B, GABURRO ROMINA DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,13:00 - 14:00,MS4327,LAB,4A, GABURRO ROMINA DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,13:00 - 14:00,MS4327,LAB,4A, GABURRO ROMINA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,13:00 - 14:00,MS4327,LAB,4B, GABURRO ROMINA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,13:00 - 14:00,MS4327,LAB,4B, GABURRO ROMINA DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,14:00 - 16:00,MS4028,TUT,3A, MAYERHOFER EBERHARD DR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,14:00 - 16:00,MS4028,TUT,3B, MAYERHOFER EBERHARD DR,"1,5,9",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,16:00 - 18:00,MS4327,LAB,2A, GABURRO ROMINA DR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Wednesday,16:00 - 18:00,MS4327,LAB,2B, GABURRO ROMINA DR,"1,5,9",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,09:00 - 10:00,MS4028,LEC,1A, MAYERHOFER EBERHARD DR,"1-9,11-13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,09:00 - 10:00,MS4028,LEC,1B, MAYERHOFER EBERHARD DR,"1-9,11-13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,09:00 - 11:00,MS4018,LAB,2B, FOWLER ANDREW PROFESSOR,"1,5,9",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,10:00 - 11:00,MA4128,LAB,4A, BARGARY NORMA DR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,10:00 - 11:00,MA4128,LAB,4A, BARGARY NORMA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,10:00 - 11:00,MA4128,LAB,4B, BARGARY NORMA DR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,10:00 - 11:00,MA4128,LAB,4B, BARGARY NORMA DR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,10:00 - 12:00,MS4018,LAB,2A, FOWLER ANDREW PROFESSOR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,13:00 - 14:00,MS4018,TUT,5A, FOWLER ANDREW PROFESSOR,"1,5,9",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,13:00 - 14:00,MS4018,TUT,5A, FOWLER ANDREW PROFESSOR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,13:00 - 14:00,MS4018,TUT,5B, FOWLER ANDREW PROFESSOR,"2,4,6,8,11,13","Online Yr 4,Postgrad"
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,13:00 - 14:00,MS4018,TUT,5B, FOWLER ANDREW PROFESSOR,"3,7,12",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,13:00 - 14:00,MS4218,LEC,1A, RIZK JEAN DR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,13:00 - 14:00,MS4218,LEC,1B, RIZK JEAN DR,"1,5,9",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,14:00 - 16:00,MS4218,LAB,2A, RIZK JEAN DR,"3,7,12",Online Yr 4
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,14:00 - 16:00,MS4218,LAB,2C, RIZK JEAN DR,"1,5,9",Online Postgrad
LM058,Bachelor of Science in Financial Mathematics,4,Thursday,16:00 - 17:00,MS4018,LEC,1A, FOWLER ANDREW PROFESSOR,"1-9,11-13","Online Yr 4,Postgrad"
